2.168015271044140824e-01,1.898744868827812182e-01,1.579471932699292314e-01,1.382502491680321632e-01,8.880517593796982689e-02,6.387147997364731045e-02,4.572866868253458450e-02,3.707958173556092502e-02,2.192678683041370327e-02,1.582850482287953900e-02,1.898744868827812252e-02,4.341436221430140449e-03,4.729969424126222741e-04,6.757099177323175538e-05,1.689274794330793884e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.255310540157798860e-01,2.663766943151932298e-01,1.750556342302245494e-01,1.374064333400768778e-01,8.899453773012340474e-02,5.106210803155978445e-02,2.551082338660732446e-02,1.600242767550070708e-02,8.011329152336637421e-03,3.621282621889540705e-03,1.234068379526603344e-03,6.473801335221525616e-04,3.843819542787780597e-04,1.416144042079708627e-04,2.023062917256726755e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.121346324180690968e-01,2.557838795394153930e-01,2.034012400354295869e-01,1.484853852967227550e-01,8.770593445527015419e-02,4.586359610274579057e-02,1.975199291408325994e-02,1.220549158547387138e-02,7.635075287865367676e-03,2.958370239149690165e-03,2.267493356953055855e-03,1.594331266607617323e-03,2.125775022143489728e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.340768702814001456e-01,2.519903912148249714e-01,1.931537405628002690e-01,1.376973232669869707e-01,9.241592312971859402e-02,5.688057652711050322e-02,1.805078929306794949e-02,9.076870281400136603e-03,4.135209334248456103e-03,1.853122855181880621e-03,4.461221688400823456e-04,1.887439945092656078e-04,3.431708991077556505e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.074959890173506127e-01,2.392365073851701052e-01,1.936022759225260181e-01,1.735556327428505186e-01,8.878744272978382479e-02,4.983542566036487653e-02,2.514100464777783289e-02,1.166079491887063967e-02,6.549893316131593334e-03,2.084056964223688670e-03,1.538232521212722775e-03,3.638829620073107227e-04,1.323210770935675281e-04,1.654013463669594102e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.562918981038115329e-01,2.545872438230223911e-01,2.205133116261252524e-01,1.327906531315839744e-01,6.514077762880673972e-02,3.355678988699482834e-02,2.034093085615782531e-02,1.266040988316414519e-02,2.164336334035625326e-03,1.244972227542616265e-03,6.129094043286726712e-04,9.576709442635510149e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.453888360227571841e-01,2.824401206697576550e-01,1.813893219412443525e-01,1.248203113927638663e-01,8.228219716142616547e-02,4.363143082747868856e-02,2.204855135551011397e-02,1.056872709602964082e-02,4.089813933712619677e-03,2.632058472191290029e-03,6.276447125994614367e-04,8.098641452896276427e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.216887303655943608e-01,2.116571781329309176e-01,1.474037999862816417e-01,9.899512998148021770e-02,8.119555525070307200e-02,7.277591055627957717e-02,5.844022223746484640e-02,4.350435557994375424e-02,3.805130667398312627e-02,1.769668701557033930e-02,7.750874545579257598e-03,7.545099115165649142e-04,6.859181013786954382e-05,1.714795253446738595e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.879155672823218937e-01,2.550571679859278684e-01,1.922075637642919888e-01,1.321899736147757187e-01,8.161829375549692345e-02,5.683377308707124320e-02,3.766051011433597245e-02,2.029903254177660432e-02,1.586631486367634167e-02,9.868073878627968767e-03,8.900615655233069801e-03,7.563764291996481629e-04,8.267370272647317280e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.207752828713234750e-01,2.293930834171175048e-01,1.857136017618614410e-01,1.429916535005824885e-01,9.235409584909273772e-02,6.035652160035748226e-02,3.027401413957644949e-02,1.725155998148768938e-02,1.180957852571775171e-02,6.367597069947814048e-03,1.675683439459951145e-03,5.745200363862690198e-04,2.713011282935158899e-04,1.915066787954229795e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.958210088419987116e-01,2.181079071827399241e-01,2.098669745812309084e-01,1.533983961025608689e-01,9.947643979057591013e-02,6.426662026858163956e-02,3.309027063792094325e-02,1.475775454358520082e-02,7.529143797156008164e-03,2.546622166685120255e-03,7.750589202954714669e-04,2.214454057987061257e-04,1.107227028993530628e-04,3.163505797124372933e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.309564134010784753e-01,2.678268994919114632e-01,2.059607934746637004e-01,1.360158850668691244e-01,7.956160330160212679e-02,4.784987054449181543e-02,1.660534563647336065e-02,9.344156981837294790e-03,4.847281434328097084e-03,7.202787673499581834e-04,2.336039245459323589e-04,7.786797484864412867e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.990388952499913267e-01,2.319489261302522531e-01,1.835293709447972099e-01,1.409388987196835696e-01,1.028243294819749520e-01,7.404323236528920216e-02,3.339578779362270544e-02,2.191110648485479484e-02,8.778321362895111918e-03,2.723708407064293329e-03,7.459838312341695796e-04,1.040907671489538873e-04,1.734846119149231454e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
