1.813636668679954322e-01,2.424333937319642918e-01,1.584625192940071203e-01,1.243876249916112953e-01,1.070565733843366202e-01,6.796523723240051329e-02,3.709482585061404936e-02,2.875645929803368958e-02,1.976377424333937427e-02,1.152607207569961677e-02,8.439030937520972456e-03,2.919267163277632429e-03,4.429232937386752382e-03,2.130729481242869816e-03,2.667606200926112437e-03,5.872089121535467929e-04,1.677739749010133529e-05,0.000000000000000000e+00,0.000000000000000000e+00
2.005827505827505741e-01,2.381951381951381841e-01,1.959540459540459467e-01,1.382284382284382218e-01,8.118548118548118975e-02,6.025641025641025744e-02,3.623043623043623040e-02,2.489177489177489197e-02,1.565101565101565187e-02,4.728604728604728601e-03,2.480852480852481067e-03,1.015651015651015650e-03,3.663003663003663000e-04,1.665001665001665000e-04,4.995004995004995001e-05,1.665001665001665000e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.898438245491268772e-01,2.182639396927383291e-01,1.767231782181367117e-01,1.115811571614873238e-01,9.574095868189191894e-02,4.472152422150831724e-02,2.816565412385890060e-02,2.379210534686217876e-02,2.142243710041668095e-02,8.667578485320780526e-03,2.512802570056299478e-02,2.368077865072044236e-02,7.522503896434364935e-03,1.127580393778427996e-02,9.240115779763987888e-03,4.150895384713254241e-03,7.951906867266769969e-05,0.000000000000000000e+00,0.000000000000000000e+00
1.788364289427666620e-01,2.096034784252563954e-01,2.026403264174425345e-01,1.521968587047276833e-01,1.060384076122059954e-01,7.582273894481465770e-02,3.985695606282590314e-02,1.932983600359185206e-02,9.909100934196638996e-03,3.040471351828221390e-03,1.654142445295146181e-03,7.089181908407769968e-04,2.678135387620712978e-04,9.452242544543692387e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.924607167737441005e-01,2.220295688520783350e-01,1.886368914002631847e-01,1.252109296385169046e-01,9.762365508166266637e-02,6.731171143277343838e-02,4.237170059602136246e-02,2.182831488505302189e-02,1.687437108135304495e-02,1.187398405449338265e-02,7.198699589751529106e-03,3.761901075934669797e-03,1.455220992336868184e-03,1.068194132672807594e-03,2.786593389581236706e-04,1.548107438656242727e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.970273304623221811e-01,2.245923890275985657e-01,1.899224156710290490e-01,1.417966720847227691e-01,9.779311962732710473e-02,6.159827069055080068e-02,3.963000821086851144e-02,2.046014377398327685e-02,1.253414213180957526e-02,9.199524104763979332e-03,3.854081136786366608e-03,6.200043567873720620e-04,3.518943646631030476e-04,2.010824940932017337e-04,3.016237411398026277e-04,3.351374901553362003e-05,6.702749803106724006e-05,0.000000000000000000e+00,1.675687450776681002e-05
2.190985219773858572e-01,2.803419133253579054e-01,1.805657392042604170e-01,1.429977231505422108e-01,8.412765793231197220e-02,4.553698915602207714e-02,2.859568556323081184e-02,1.173156330799212700e-02,5.479874966233164689e-03,1.157720063288696869e-03,3.666113533747539688e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.589508210687738177e-01,2.708142531575472578e-01,1.720730122894081060e-01,1.174841856403484458e-01,7.710165917658835799e-02,5.424804583501948579e-02,2.630401908372558689e-02,1.546292943707269253e-02,6.261847457988115387e-03,1.128836446508061676e-03,1.490916061425741617e-04,2.129880087751059549e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.014413124348218564e-01,2.071536414151633476e-01,1.860320326240914035e-01,1.721792457235357399e-01,9.969337089669556839e-02,7.001105109966224149e-02,3.489657104611888772e-02,1.772845424689090468e-02,6.755179230158606628e-03,2.272479648855199597e-03,9.494606752066243969e-04,5.914673058664217430e-04,1.867791492209752930e-04,9.338957461048764648e-05,1.556492910174794221e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.937053909275719410e-01,2.254900506002285310e-01,1.893131130269620488e-01,1.374812660444272860e-01,9.759463429834844272e-02,6.966805656541674718e-02,4.341826059859624914e-02,2.025493018355566804e-02,1.423038684690834145e-02,7.686486326067279266e-03,6.677449511062308373e-04,3.264530872074906183e-04,8.903266014749744136e-05,4.451633007374872068e-05,2.967755338249914712e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
